Index,Notes (radial),Notes (scalar),PC Set,Prime Form,Forte class,Accidents,1,2,3,4,5,6
2012222,D# Cb Bn E# F# G# A#,Cb D# E# F# G# A# Bn,3BB568A,013568,6-25,"(2, 0, 1, 2, 2, 2, 2)",2,3,3,2,4,1
2020000,D# Cb B# Eb Fb Gb Ab,Cb D# Eb Fb Gb Ab B#,3B03468,013589,6-31,"(2, 0, 2, 0, 0, 0, 0)",2,2,3,4,3,1
2020001,D# Cb B# Eb Fb Gb An,Cb D# Eb Fb Gb An B#,3B03469,013689,6-29,"(2, 0, 2, 0, 0, 0, 1)",2,2,4,2,3,2
2020002,D# Cb B# Eb Fb Gb A#,Cb D# Eb Fb Gb A# B#,3B0346A,012568,6-43,"(2, 0, 2, 0, 0, 0, 2)",3,2,2,3,3,2
2020010,D# Cb B# Eb Fb Gn Ab,Cb D# Eb Fb Gn Ab B#,3B03478,014589,6-20,"(2, 0, 2, 0, 0, 1, 0)",3,0,3,6,3,0
2020011,D# Cb B# Eb Fb Gn An,Cb D# Eb Fb Gn An B#,3B03479,013589,6-31,"(2, 0, 2, 0, 0, 1, 1)",2,2,3,4,3,1
2020012,D# Cb B# Eb Fb Gn A#,Cb D# Eb Fb Gn A# B#,3B0347A,012569,6-44,"(2, 0, 2, 0, 0, 1, 2)",3,1,3,4,3,1
2020020,D# Cb B# Eb Fb G# Ab,Cb D# Eb Fb G# Ab B#,3B03488,01458,5-21,"(2, 0, 2, 0, 0, 2, 0)",2,0,2,4,2,0
2020021,D# Cb B# Eb Fb G# An,Cb D# Eb Fb G# An B#,3B03489,013478,6-19,"(2, 0, 2, 0, 0, 2, 1)",3,1,3,4,3,1
2020022,D# Cb B# Eb Fb G# A#,Cb D# Eb Fb G# A# B#,3B0348A,014568,6-16,"(2, 0, 2, 0, 0, 2, 2)",3,2,2,4,3,1
2020100,D# Cb B# Eb Fn Gb Ab,Cb D# Eb Fn Gb Ab B#,3B03568,014679,6-50,"(2, 0, 2, 0, 1, 0, 0)",2,2,4,2,3,2
2020101,D# Cb B# Eb Fn Gb An,Cb D# Eb Fn Gb An B#,3B03569,013679,6-30,"(2, 0, 2, 0, 1, 0, 1)",2,2,4,2,2,3
2020102,D# Cb B# Eb Fn Gb A#,Cb D# Eb Fn Gb A# B#,3B0356A,012578,6-18,"(2, 0, 2, 0, 1, 0, 2)",3,2,2,2,4,2
2020110,D# Cb B# Eb Fn Gn Ab,Cb D# Eb Fn Gn Ab B#,3B03578,013589,6-31,"(2, 0, 2, 0, 1, 1, 0)",2,2,3,4,3,1
2020111,D# Cb B# Eb Fn Gn An,Cb D# Eb Fn Gn An B#,3B03579,013579,6-34,"(2, 0, 2, 0, 1, 1, 1)",1,4,2,4,2,2
2020112,D# Cb B# Eb Fn Gn A#,Cb D# Eb Fn Gn A# B#,3B0357A,012579,6-48,"(2, 0, 2, 0, 1, 1, 2)",2,3,2,3,4,1
2020120,D# Cb B# Eb Fn G# Ab,Cb D# Eb Fn G# Ab B#,3B03588,01469,5-32,"(2, 0, 2, 0, 1, 2, 0)",1,1,3,2,2,1
2020121,D# Cb B# Eb Fn G# An,Cb D# Eb Fn G# An B#,3B03589,013479,6-49,"(2, 0, 2, 0, 1, 2, 1)",2,2,4,3,2,2
2020122,D# Cb B# Eb Fn G# A#,Cb D# Eb Fn G# A# B#,3B0358A,012479,6-47,"(2, 0, 2, 0, 1, 2, 2)",2,3,3,2,4,1
2020200,D# Cb B# Eb F# Gb Ab,Cb D# Eb F# Gb Ab B#,3B03668,01469,5-32,"(2, 0, 2, 0, 2, 0, 0)",1,1,3,2,2,1
2020201,D# Cb B# Eb F# Gb An,Cb D# Eb F# Gb An B#,3B03669,01369,5-31,"(2, 0, 2, 0, 2, 0, 1)",1,1,4,1,1,2
2020202,D# Cb B# Eb F# Gb A#,Cb D# Eb F# Gb A# B#,3B0366A,01258,5-38,"(2, 0, 2, 0, 2, 0, 2)",2,1,2,2,2,1
2020210,D# Cb B# Eb F# Gn Ab,Cb D# Eb F# Gn Ab B#,3B03678,012569,6-44,"(2, 0, 2, 0, 2, 1, 0)",3,1,3,4,3,1
2020211,D# Cb B# Eb F# Gn An,Cb D# Eb F# Gn An B#,3B03679,013569,6-28,"(2, 0, 2, 0, 2, 1, 1)",2,2,4,3,2,2
2020212,D# Cb B# Eb F# Gn A#,Cb D# Eb F# Gn A# B#,3B0367A,012569,6-44,"(2, 0, 2, 0, 2, 1, 2)",3,1,3,4,3,1
2020220,D# Cb B# Eb F# G# Ab,Cb D# Eb F# G# Ab B#,3B03688,01469,5-32,"(2, 0, 2, 0, 2, 2, 0)",1,1,3,2,2,1
2020221,D# Cb B# Eb F# G# An,Cb D# Eb F# G# An B#,3B03689,013469,6-27,"(2, 0, 2, 0, 2, 2, 1)",2,2,5,2,2,2
2020222,D# Cb B# Eb F# G# A#,Cb D# Eb F# G# A# B#,3B0368A,012469,6-46,"(2, 0, 2, 0, 2, 2, 2)",2,3,3,3,3,1
2021000,D# Cb B# En Fb Gb Ab,Cb D# En Fb Gb Ab B#,3B04468,013589,6-31,"(2, 0, 2, 1, 0, 0, 0)",2,2,3,4,3,1
2021001,D# Cb B# En Fb Gb An,Cb D# En Fb Gb An B#,3B04469,013689,6-29,"(2, 0, 2, 1, 0, 0, 1)",2,2,4,2,3,2
2021002,D# Cb B# En Fb Gb A#,Cb D# En Fb Gb A# B#,3B0446A,012568,6-43,"(2, 0, 2, 1, 0, 0, 2)",3,2,2,3,3,2
2021010,D# Cb B# En Fb Gn Ab,Cb D# En Fb Gn Ab B#,3B04478,014589,6-20,"(2, 0, 2, 1, 0, 1, 0)",3,0,3,6,3,0
2021011,D# Cb B# En Fb Gn An,Cb D# En Fb Gn An B#,3B04479,013589,6-31,"(2, 0, 2, 1, 0, 1, 1)",2,2,3,4,3,1
2021012,D# Cb B# En Fb Gn A#,Cb D# En Fb Gn A# B#,3B0447A,012569,6-44,"(2, 0, 2, 1, 0, 1, 2)",3,1,3,4,3,1
2021020,D# Cb B# En Fb G# Ab,Cb D# En Fb G# Ab B#,3B04488,01458,5-21,"(2, 0, 2, 1, 0, 2, 0)",2,0,2,4,2,0
2021021,D# Cb B# En Fb G# An,Cb D# En Fb G# An B#,3B04489,013478,6-19,"(2, 0, 2, 1, 0, 2, 1)",3,1,3,4,3,1
2021022,D# Cb B# En Fb G# A#,Cb D# En Fb G# A# B#,3B0448A,014568,6-16,"(2, 0, 2, 1, 0, 2, 2)",3,2,2,4,3,1
2021100,D# Cb B# En Fn Gb Ab,Cb D# En Fn Gb Ab B#,3B04568,0123589,7-18,"(2, 0, 2, 1, 1, 0, 0)",4,3,4,4,4,2
2021101,D# Cb B# En Fn Gb An,Cb D# En Fn Gb An B#,3B04569,0123679,7-19,"(2, 0, 2, 1, 1, 0, 1)",4,3,4,3,4,3
2021102,D# Cb B# En Fn Gb A#,Cb D# En Fn Gb A# B#,3B0456A,0123678,7-7,"(2, 0, 2, 1, 1, 0, 2)",5,3,2,3,5,3
2021110,D# Cb B# En Fn Gn Ab,Cb D# En Fn Gn Ab B#,3B04578,0124589,7-21,"(2, 0, 2, 1, 1, 1, 0)",4,2,4,6,4,1
2021111,D# Cb B# En Fn Gn An,Cb D# En Fn Gn An B#,3B04579,0124689,7-30,"(2, 0, 2, 1, 1, 1, 1)",3,4,3,5,4,2
2021112,D# Cb B# En Fn Gn A#,Cb D# En Fn Gn A# B#,3B0457A,0124789,7-20,"(2, 0, 2, 1, 1, 1, 2)",4,3,3,4,5,2
2021120,D# Cb B# En Fn G# Ab,Cb D# En Fn G# Ab B#,3B04588,012569,6-44,"(2, 0, 2, 1, 1, 2, 0)",3,1,3,4,3,1
2021121,D# Cb B# En Fn G# An,Cb D# En Fn G# An B#,3B04589,0125689,7-22,"(2, 0, 2, 1, 1, 2, 1)",4,2,4,5,4,2
2021122,D# Cb B# En Fn G# A#,Cb D# En Fn G# A# B#,3B0458A,0124789,7-20,"(2, 0, 2, 1, 1, 2, 2)",4,3,3,4,5,2
2021200,D# Cb B# En F# Gb Ab,Cb D# En F# Gb Ab B#,3B04668,013589,6-31,"(2, 0, 2, 1, 2, 0, 0)",2,2,3,4,3,1
2021201,D# Cb B# En F# Gb An,Cb D# En F# Gb An B#,3B04669,013689,6-29,"(2, 0, 2, 1, 2, 0, 1)",2,2,4,2,3,2
2021202,D# Cb B# En F# Gb A#,Cb D# En F# Gb A# B#,3B0466A,012568,6-43,"(2, 0, 2, 1, 2, 0, 2)",3,2,2,3,3,2
2021210,D# Cb B# En F# Gn Ab,Cb D# En F# Gn Ab B#,3B04678,0124589,7-21,"(2, 0, 2, 1, 2, 1, 0)",4,2,4,6,4,1
2021211,D# Cb B# En F# Gn An,Cb D# En F# Gn An B#,3B04679,0134689,7-32,"(2, 0, 2, 1, 2, 1, 1)",3,3,5,4,4,2
2021212,D# Cb B# En F# Gn A#,Cb D# En F# Gn A# B#,3B0467A,0125689,7-22,"(2, 0, 2, 1, 2, 1, 2)",4,2,4,5,4,2
2021220,D# Cb B# En F# G# Ab,Cb D# En F# G# Ab B#,3B04688,013589,6-31,"(2, 0, 2, 1, 2, 2, 0)",2,2,3,4,3,1
2021221,D# Cb B# En F# G# An,Cb D# En F# G# An B#,3B04689,0134689,7-32,"(2, 0, 2, 1, 2, 2, 1)",3,3,5,4,4,2
2021222,D# Cb B# En F# G# A#,Cb D# En F# G# A# B#,3B0468A,0124689,7-30,"(2, 0, 2, 1, 2, 2, 2)",3,4,3,5,4,2
2022000,D# Cb B# E# Fb Gb Ab,Cb D# E# Fb Gb Ab B#,3B05468,0123589,7-18,"(2, 0, 2, 2, 0, 0, 0)",4,3,4,4,4,2
2022001,D# Cb B# E# Fb Gb An,Cb D# E# Fb Gb An B#,3B05469,0123679,7-19,"(2, 0, 2, 2, 0, 0, 1)",4,3,4,3,4,3
2022002,D# Cb B# E# Fb Gb A#,Cb D# E# Fb Gb A# B#,3B0546A,0123678,7-7,"(2, 0, 2, 2, 0, 0, 2)",5,3,2,3,5,3
2022010,D# Cb B# E# Fb Gn Ab,Cb D# E# Fb Gn Ab B#,3B05478,0124589,7-21,"(2, 0, 2, 2, 0, 1, 0)",4,2,4,6,4,1
2022011,D# Cb B# E# Fb Gn An,Cb D# E# Fb Gn An B#,3B05479,0124689,7-30,"(2, 0, 2, 2, 0, 1, 1)",3,4,3,5,4,2
2022012,D# Cb B# E# Fb Gn A#,Cb D# E# Fb Gn A# B#,3B0547A,0124789,7-20,"(2, 0, 2, 2, 0, 1, 2)",4,3,3,4,5,2
2022020,D# Cb B# E# Fb G# Ab,Cb D# E# Fb G# Ab B#,3B05488,012569,6-44,"(2, 0, 2, 2, 0, 2, 0)",3,1,3,4,3,1
2022021,D# Cb B# E# Fb G# An,Cb D# E# Fb G# An B#,3B05489,0125689,7-22,"(2, 0, 2, 2, 0, 2, 1)",4,2,4,5,4,2
2022022,D# Cb B# E# Fb G# A#,Cb D# E# Fb G# A# B#,3B0548A,0124789,7-20,"(2, 0, 2, 2, 0, 2, 2)",4,3,3,4,5,2
2022100,D# Cb B# E# Fn Gb Ab,Cb D# E# Fn Gb Ab B#,3B05568,014679,6-50,"(2, 0, 2, 2, 1, 0, 0)",2,2,4,2,3,2
2022101,D# Cb B# E# Fn Gb An,Cb D# E# Fn Gb An B#,3B05569,013679,6-30,"(2, 0, 2, 2, 1, 0, 1)",2,2,4,2,2,3
2022102,D# Cb B# E# Fn Gb A#,Cb D# E# Fn Gb A# B#,3B0556A,012578,6-18,"(2, 0, 2, 2, 1, 0, 2)",3,2,2,2,4,2
2022110,D# Cb B# E# Fn Gn Ab,Cb D# E# Fn Gn Ab B#,3B05578,013589,6-31,"(2, 0, 2, 2, 1, 1, 0)",2,2,3,4,3,1
2022111,D# Cb B# E# Fn Gn An,Cb D# E# Fn Gn An B#,3B05579,013579,6-34,"(2, 0, 2, 2, 1, 1, 1)",1,4,2,4,2,2
2022112,D# Cb B# E# Fn Gn A#,Cb D# E# Fn Gn A# B#,3B0557A,012579,6-48,"(2, 0, 2, 2, 1, 1, 2)",2,3,2,3,4,1
2022120,D# Cb B# E# Fn G# Ab,Cb D# E# Fn G# Ab B#,3B05588,01469,5-32,"(2, 0, 2, 2, 1, 2, 0)",1,1,3,2,2,1
2022121,D# Cb B# E# Fn G# An,Cb D# E# Fn G# An B#,3B05589,013479,6-49,"(2, 0, 2, 2, 1, 2, 1)",2,2,4,3,2,2
2022122,D# Cb B# E# Fn G# A#,Cb D# E# Fn G# A# B#,3B0558A,012479,6-47,"(2, 0, 2, 2, 1, 2, 2)",2,3,3,2,4,1
2022200,D# Cb B# E# F# Gb Ab,Cb D# E# F# Gb Ab B#,3B05668,014679,6-50,"(2, 0, 2, 2, 2, 0, 0)",2,2,4,2,3,2
2022201,D# Cb B# E# F# Gb An,Cb D# E# F# Gb An B#,3B05669,013679,6-30,"(2, 0, 2, 2, 2, 0, 1)",2,2,4,2,2,3
2022202,D# Cb B# E# F# Gb A#,Cb D# E# F# Gb A# B#,3B0566A,012578,6-18,"(2, 0, 2, 2, 2, 0, 2)",3,2,2,2,4,2
2022210,D# Cb B# E# F# Gn Ab,Cb D# E# F# Gn Ab B#,3B05678,0123589,7-18,"(2, 0, 2, 2, 2, 1, 0)",4,3,4,4,4,2
2022211,D# Cb B# E# F# Gn An,Cb D# E# F# Gn An B#,3B05679,0135679,7-28,"(2, 0, 2, 2, 2, 1, 1)",3,4,4,4,3,3
2022212,D# Cb B# E# F# Gn A#,Cb D# E# F# Gn A# B#,3B0567A,0124789,7-20,"(2, 0, 2, 2, 2, 1, 2)",4,3,3,4,5,2
2022220,D# Cb B# E# F# G# Ab,Cb D# E# F# G# Ab B#,3B05688,014679,6-50,"(2, 0, 2, 2, 2, 2, 0)",2,2,4,2,3,2
2022221,D# Cb B# E# F# G# An,Cb D# E# F# G# An B#,3B05689,0134679,7-31,"(2, 0, 2, 2, 2, 2, 1)",3,3,6,3,3,3
2022222,D# Cb B# E# F# G# A#,Cb D# E# F# G# A# B#,3B0568A,0124679,7-29,"(2, 0, 2, 2, 2, 2, 2)",3,4,4,3,5,2
2100000,D# Cn Bb Eb Fb Gb Ab,Cn D# Eb Fb Gb Ab Bb,30A3468,013579,6-34,"(2, 1, 0, 0, 0, 0, 0)",1,4,2,4,2,2
2100001,D# Cn Bb Eb Fb Gb An,Cn D# Eb Fb Gb An Bb,30A3469,013679,6-30,"(2, 1, 0, 0, 0, 0, 1)",2,2,4,2,2,3
2100002,D# Cn Bb Eb Fb Gb A#,Cn D# Eb Fb Gb A# Bb,30A346A,02368,5-28,"(2, 1, 0, 0, 0, 0, 2)",1,2,2,2,1,2
2100010,D# Cn Bb Eb Fb Gn Ab,Cn D# Eb Fb Gn Ab Bb,30A3478,013589,6-31,"(2, 1, 0, 0, 0, 1, 0)",2,2,3,4,3,1
2100011,D# Cn Bb Eb Fb Gn An,Cn D# Eb Fb Gn An Bb,30A3479,014679,6-50,"(2, 1, 0, 0, 0, 1, 1)",2,2,4,2,3,2
2100012,D# Cn Bb Eb Fb Gn A#,Cn D# Eb Fb Gn A# Bb,30A347A,01469,5-32,"(2, 1, 0, 0, 0, 1, 2)",1,1,3,2,2,1
2100020,D# Cn Bb Eb Fb G# Ab,Cn D# Eb Fb G# Ab Bb,30A3488,01468,5-30,"(2, 1, 0, 0, 0, 2, 0)",1,2,1,3,2,1
2100021,D# Cn Bb Eb Fb G# An,Cn D# Eb Fb G# An Bb,30A3489,012478,6-17,"(2, 1, 0, 0, 0, 2, 1)",3,2,2,3,3,2
2100022,D# Cn Bb Eb Fb G# A#,Cn D# Eb Fb G# A# Bb,30A348A,01468,5-30,"(2, 1, 0, 0, 0, 2, 2)",1,2,1,3,2,1
2100100,D# Cn Bb Eb Fn Gb Ab,Cn D# Eb Fn Gb Ab Bb,30A3568,023579,6-33,"(2, 1, 0, 0, 1, 0, 0)",1,4,3,2,4,1
2100101,D# Cn Bb Eb Fn Gb An,Cn D# Eb Fn Gb An Bb,30A3569,013689,6-29,"(2, 1, 0, 0, 1, 0, 1)",2,2,4,2,3,2
2100102,D# Cn Bb Eb Fn Gb A#,Cn D# Eb Fn Gb A# Bb,30A356A,01368,5-29,"(2, 1, 0, 0, 1, 0, 2)",1,2,2,1,3,1
2100110,D# Cn Bb Eb Fn Gn Ab,Cn D# Eb Fn Gn Ab Bb,30A3578,024579,6-32,"(2, 1, 0, 0, 1, 1, 0)",1,4,3,2,5,0
2100111,D# Cn Bb Eb Fn Gn An,Cn D# Eb Fn Gn An Bb,30A3579,023579,6-33,"(2, 1, 0, 0, 1, 1, 1)",1,4,3,2,4,1
2100112,D# Cn Bb Eb Fn Gn A#,Cn D# Eb Fn Gn A# Bb,30A357A,02479,5-35,"(2, 1, 0, 0, 1, 1, 2)",0,3,2,1,4,0
2100120,D# Cn Bb Eb Fn G# Ab,Cn D# Eb Fn G# Ab Bb,30A3588,02479,5-35,"(2, 1, 0, 0, 1, 2, 0)",0,3,2,1,4,0
2100121,D# Cn Bb Eb Fn G# An,Cn D# Eb Fn G# An Bb,30A3589,012479,6-47,"(2, 1, 0, 0, 1, 2, 1)",2,3,3,2,4,1
2100122,D# Cn Bb Eb Fn G# A#,Cn D# Eb Fn G# A# Bb,30A358A,02479,5-35,"(2, 1, 0, 0, 1, 2, 2)",0,3,2,1,4,0
2100200,D# Cn Bb Eb F# Gb Ab,Cn D# Eb F# Gb Ab Bb,30A3668,02469,5-34,"(2, 1, 0, 0, 2, 0, 0)",0,3,2,2,2,1
2100201,D# Cn Bb Eb F# Gb An,Cn D# Eb F# Gb An Bb,30A3669,01369,5-31,"(2, 1, 0, 0, 2, 0, 1)",1,1,4,1,1,2
2100202,D# Cn Bb Eb F# Gb A#,Cn D# Eb F# Gb A# Bb,30A366A,0258,4-27,"(2, 1, 0, 0, 2, 0, 2)",0,1,2,1,1,1
2100210,D# Cn Bb Eb F# Gn Ab,Cn D# Eb F# Gn Ab Bb,30A3678,012469,6-46,"(2, 1, 0, 0, 2, 1, 0)",2,3,3,3,3,1
2100211,D# Cn Bb Eb F# Gn An,Cn D# Eb F# Gn An Bb,30A3679,013469,6-27,"(2, 1, 0, 0, 2, 1, 1)",2,2,5,2,2,2
2100212,D# Cn Bb Eb F# Gn A#,Cn D# Eb F# Gn A# Bb,30A367A,01469,5-32,"(2, 1, 0, 0, 2, 1, 2)",1,1,3,2,2,1
2100220,D# Cn Bb Eb F# G# Ab,Cn D# Eb F# G# Ab Bb,30A3688,02469,5-34,"(2, 1, 0, 0, 2, 2, 0)",0,3,2,2,2,1
2100221,D# Cn Bb Eb F# G# An,Cn D# Eb F# G# An Bb,30A3689,023469,6-45,"(2, 1, 0, 0, 2, 2, 1)",2,3,4,2,2,2
2100222,D# Cn Bb Eb F# G# A#,Cn D# Eb F# G# A# Bb,30A368A,02469,5-34,"(2, 1, 0, 0, 2, 2, 2)",0,3,2,2,2,1
2101000,D# Cn Bb En Fb Gb Ab,Cn D# En Fb Gb Ab Bb,30A4468,013579,6-34,"(2, 1, 0, 1, 0, 0, 0)",1,4,2,4,2,2
2101001,D# Cn Bb En Fb Gb An,Cn D# En Fb Gb An Bb,30A4469,013679,6-30,"(2, 1, 0, 1, 0, 0, 1)",2,2,4,2,2,3
2101002,D# Cn Bb En Fb Gb A#,Cn D# En Fb Gb A# Bb,30A446A,02368,5-28,"(2, 1, 0, 1, 0, 0, 2)",1,2,2,2,1,2
2101010,D# Cn Bb En Fb Gn Ab,Cn D# En Fb Gn Ab Bb,30A4478,013589,6-31,"(2, 1, 0, 1, 0, 1, 0)",2,2,3,4,3,1
2101011,D# Cn Bb En Fb Gn An,Cn D# En Fb Gn An Bb,30A4479,014679,6-50,"(2, 1, 0, 1, 0, 1, 1)",2,2,4,2,3,2
2101012,D# Cn Bb En Fb Gn A#,Cn D# En Fb Gn A# Bb,30A447A,01469,5-32,"(2, 1, 0, 1, 0, 1, 2)",1,1,3,2,2,1
2101020,D# Cn Bb En Fb G# Ab,Cn D# En Fb G# Ab Bb,30A4488,01468,5-30,"(2, 1, 0, 1, 0, 2, 0)",1,2,1,3,2,1
2101021,D# Cn Bb En Fb G# An,Cn D# En Fb G# An Bb,30A4489,012478,6-17,"(2, 1, 0, 1, 0, 2, 1)",3,2,2,3,3,2
2101022,D# Cn Bb En Fb G# A#,Cn D# En Fb G# A# Bb,30A448A,01468,5-30,"(2, 1, 0, 1, 0, 2, 2)",1,2,1,3,2,1
2101100,D# Cn Bb En Fn Gb Ab,Cn D# En Fn Gb Ab Bb,30A4568,0123579,7-24,"(2, 1, 0, 1, 1, 0, 0)",3,5,3,4,4,2
2101101,D# Cn Bb En Fn Gb An,Cn D# En Fn Gb An Bb,30A4569,0123679,7-19,"(2, 1, 0, 1, 1, 0, 1)",4,3,4,3,4,3
2101102,D# Cn Bb En Fn Gb A#,Cn D# En Fn Gb A# Bb,30A456A,012368,6-41,"(2, 1, 0, 1, 1, 0, 2)",3,3,2,2,3,2
2101110,D# Cn Bb En Fn Gn Ab,Cn D# En Fn Gn Ab Bb,30A4578,0124579,7-27,"(2, 1, 0, 1, 1, 1, 0)",3,4,4,4,5,1
2101111,D# Cn Bb En Fn Gn An,Cn D# En Fn Gn An Bb,30A4579,0124679,7-29,"(2, 1, 0, 1, 1, 1, 1)",3,4,4,3,5,2
2101112,D# Cn Bb En Fn Gn A#,Cn D# En Fn Gn A# Bb,30A457A,012479,6-47,"(2, 1, 0, 1, 1, 1, 2)",2,3,3,2,4,1
2101120,D# Cn Bb En Fn G# Ab,Cn D# En Fn G# Ab Bb,30A4588,012579,6-48,"(2, 1, 0, 1, 1, 2, 0)",2,3,2,3,4,1
2101121,D# Cn Bb En Fn G# An,Cn D# En Fn G# An Bb,30A4589,0124789,7-20,"(2, 1, 0, 1, 1, 2, 1)",4,3,3,4,5,2
2101122,D# Cn Bb En Fn G# A#,Cn D# En Fn G# A# Bb,30A458A,012579,6-48,"(2, 1, 0, 1, 1, 2, 2)",2,3,2,3,4,1
2101200,D# Cn Bb En F# Gb Ab,Cn D# En F# Gb Ab Bb,30A4668,013579,6-34,"(2, 1, 0, 1, 2, 0, 0)",1,4,2,4,2,2
2101201,D# Cn Bb En F# Gb An,Cn D# En F# Gb An Bb,30A4669,013679,6-30,"(2, 1, 0, 1, 2, 0, 1)",2,2,4,2,2,3
2101202,D# Cn Bb En F# Gb A#,Cn D# En F# Gb A# Bb,30A466A,02368,5-28,"(2, 1, 0, 1, 2, 0, 2)",1,2,2,2,1,2
2101210,D# Cn Bb En F# Gn Ab,Cn D# En F# Gn Ab Bb,30A4678,0134579,7-26,"(2, 1, 0, 1, 2, 1, 0)",3,4,4,5,3,2
2101211,D# Cn Bb En F# Gn An,Cn D# En F# Gn An Bb,30A4679,0134679,7-31,"(2, 1, 0, 1, 2, 1, 1)",3,3,6,3,3,3
2101212,D# Cn Bb En F# Gn A#,Cn D# En F# Gn A# Bb,30A467A,013479,6-49,"(2, 1, 0, 1, 2, 1, 2)",2,2,4,3,2,2
2101220,D# Cn Bb En F# G# Ab,Cn D# En F# G# Ab Bb,30A4688,013579,6-34,"(2, 1, 0, 1, 2, 2, 0)",1,4,2,4,2,2
2101221,D# Cn Bb En F# G# An,Cn D# En F# G# An Bb,30A4689,0135679,7-28,"(2, 1, 0, 1, 2, 2, 1)",3,4,4,4,3,3
2101222,D# Cn Bb En F# G# A#,Cn D# En F# G# A# Bb,30A468A,013579,6-34,"(2, 1, 0, 1, 2, 2, 2)",1,4,2,4,2,2
2102000,D# Cn Bb E# Fb Gb Ab,Cn D# E# Fb Gb Ab Bb,30A5468,0123579,7-24,"(2, 1, 0, 2, 0, 0, 0)",3,5,3,4,4,2
2102001,D# Cn Bb E# Fb Gb An,Cn D# E# Fb Gb An Bb,30A5469,0123679,7-19,"(2, 1, 0, 2, 0, 0, 1)",4,3,4,3,4,3
2102002,D# Cn Bb E# Fb Gb A#,Cn D# E# Fb Gb A# Bb,30A546A,012368,6-41,"(2, 1, 0, 2, 0, 0, 2)",3,3,2,2,3,2
2102010,D# Cn Bb E# Fb Gn Ab,Cn D# E# Fb Gn Ab Bb,30A5478,0124579,7-27,"(2, 1, 0, 2, 0, 1, 0)",3,4,4,4,5,1
2102011,D# Cn Bb E# Fb Gn An,Cn D# E# Fb Gn An Bb,30A5479,0124679,7-29,"(2, 1, 0, 2, 0, 1, 1)",3,4,4,3,5,2
2102012,D# Cn Bb E# Fb Gn A#,Cn D# E# Fb Gn A# Bb,30A547A,012479,6-47,"(2, 1, 0, 2, 0, 1, 2)",2,3,3,2,4,1
2102020,D# Cn Bb E# Fb G# Ab,Cn D# E# Fb G# Ab Bb,30A5488,012579,6-48,"(2, 1, 0, 2, 0, 2, 0)",2,3,2,3,4,1
2102021,D# Cn Bb E# Fb G# An,Cn D# E# Fb G# An Bb,30A5489,0124789,7-20,"(2, 1, 0, 2, 0, 2, 1)",4,3,3,4,5,2
2102022,D# Cn Bb E# Fb G# A#,Cn D# E# Fb G# A# Bb,30A548A,012579,6-48,"(2, 1, 0, 2, 0, 2, 2)",2,3,2,3,4,1
2102100,D# Cn Bb E# Fn Gb Ab,Cn D# E# Fn Gb Ab Bb,30A5568,023579,6-33,"(2, 1, 0, 2, 1, 0, 0)",1,4,3,2,4,1
2102101,D# Cn Bb E# Fn Gb An,Cn D# E# Fn Gb An Bb,30A5569,013689,6-29,"(2, 1, 0, 2, 1, 0, 1)",2,2,4,2,3,2
2102102,D# Cn Bb E# Fn Gb A#,Cn D# E# Fn Gb A# Bb,30A556A,01368,5-29,"(2, 1, 0, 2, 1, 0, 2)",1,2,2,1,3,1
2102110,D# Cn Bb E# Fn Gn Ab,Cn D# E# Fn Gn Ab Bb,30A5578,024579,6-32,"(2, 1, 0, 2, 1, 1, 0)",1,4,3,2,5,0
2102111,D# Cn Bb E# Fn Gn An,Cn D# E# Fn Gn An Bb,30A5579,023579,6-33,"(2, 1, 0, 2, 1, 1, 1)",1,4,3,2,4,1
2102112,D# Cn Bb E# Fn Gn A#,Cn D# E# Fn Gn A# Bb,30A557A,02479,5-35,"(2, 1, 0, 2, 1, 1, 2)",0,3,2,1,4,0
2102120,D# Cn Bb E# Fn G# Ab,Cn D# E# Fn G# Ab Bb,30A5588,02479,5-35,"(2, 1, 0, 2, 1, 2, 0)",0,3,2,1,4,0
2102121,D# Cn Bb E# Fn G# An,Cn D# E# Fn G# An Bb,30A5589,012479,6-47,"(2, 1, 0, 2, 1, 2, 1)",2,3,3,2,4,1
2102122,D# Cn Bb E# Fn G# A#,Cn D# E# Fn G# A# Bb,30A558A,02479,5-35,"(2, 1, 0, 2, 1, 2, 2)",0,3,2,1,4,0
2102200,D# Cn Bb E# F# Gb Ab,Cn D# E# F# Gb Ab Bb,30A5668,023579,6-33,"(2, 1, 0, 2, 2, 0, 0)",1,4,3,2,4,1
2102201,D# Cn Bb E# F# Gb An,Cn D# E# F# Gb An Bb,30A5669,013689,6-29,"(2, 1, 0, 2, 2, 0, 1)",2,2,4,2,3,2
2102202,D# Cn Bb E# F# Gb A#,Cn D# E# F# Gb A# Bb,30A566A,01368,5-29,"(2, 1, 0, 2, 2, 0, 2)",1,2,2,1,3,1
2102210,D# Cn Bb E# F# Gn Ab,Cn D# E# F# Gn Ab Bb,30A5678,0234579,7-23,"(2, 1, 0, 2, 2, 1, 0)",3,5,4,3,5,1
2102211,D# Cn Bb E# F# Gn An,Cn D# E# F# Gn An Bb,30A5679,0234679,7-25,"(2, 1, 0, 2, 2, 1, 1)",3,4,5,3,4,2
2102212,D# Cn Bb E# F# Gn A#,Cn D# E# F# Gn A# Bb,30A567A,012479,6-47,"(2, 1, 0, 2, 2, 1, 2)",2,3,3,2,4,1
